archArea,atchBldArea,atchBldCnt,bcRat,bjdongCd,bldNm,block,bun,bylotCnt,crtnDay,dongNm,emgenUseElvtCnt,engrEpi,engrGrade,engrRat,etcPurps,etcRoof,etcStrct,fmlyCnt,gnBldCert,gnBldGrade,grndFlrCnt,heit,hhldCnt,hoCnt,indrAutoArea,indrAutoUtcnt,indrMechArea,indrMechUtcnt,itgBldCert,itgBldGrade,ji,lot,mainAtchGbCd,mainAtchGbCdNm,mainPurpsCd,mainPurpsCdNm,mgmBldrgstPk,naBjdongCd,naMainBun,naRoadCd,naSubBun,naUgrndCd,newPlatPlc,oudrAutoArea,oudrAutoUtcnt,oudrMechArea,oudrMechUtcnt,platArea,platGbCd,platPlc,pmsDay,pmsnoGbCd,pmsnoGbCdNm,pmsnoKikCd,pmsnoKikCdNm,pmsnoYear,regstrGbCd,regstrGbCdNm,regstrKindCd,regstrKindCdNm,rideUseElvtCnt,rnum,roofCd,roofCdNm,rserthqkAblty,rserthqkDsgnApplyYn,sigunguCd,splotNm,stcnsDay,strctCd,strctCdNm,totArea,totDongTotArea,ugrndFlrCnt,useAprDay,vlRat,vlRatEstmTotArea
35,0,0,0,10300,메르센코리아(주) 천안공장, ,0735,0,20220425,2동,0,0, ,0,"경비실,숙직실",스라브지붕,철근콘크리트조/스라브지붕,0,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100450274, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 735번지, , , , , , ,1,일반,2,일반건축물,0,753,10,(철근)콘크리트, ,0,44133, , ,21,철근콘크리트구조,35,35,0, ,0,35
350,0,0,0,10300,메르센코리아(주) 천안공장, ,0735,0,20220425,4동,0,0, ,0,공장(창고),철판,일반철골조,0,0, ,1,4,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100178667,10301,53.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 735번지, , , , , , ,1,일반,2,일반건축물,0,754,90,기타지붕, ,0,44133, , ,31,일반철골구조,350,350,0, ,0,350
26.88,0,0,0,10300,메르센코리아(주) 천안공장, ,0735,0,20220425,6동 부속건축물,0,0, ,0,공장,기타지붕,일반철골구조,0,0, ,1,12.15,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100450297,10301,53.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 735번지,20210812,1102,증축허가,4490378,허가과,2021,1,일반,2,일반건축물,0,755,90,기타지붕,Ⅶ-0.170g,1,44133, ,20210901,31,일반철골구조,26.88,26.88,0,20220414,0,26.88
130,0,0,0,10300,메르센코리아(주) 천안공장, ,0735,0,20220425,3동,0,0, ,0,창고,슬레이트,철골조/스레이트지붕,0,0, ,1,0,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,18000,창고시설,44133-100450275, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 735번지, , , , , , ,1,일반,2,일반건축물,0,756,30,슬레이트, ,0,44133, , ,31,일반철골구조,130,130,0, ,0,130
25.5,0,0,0,10300,메르센코리아(주) 천안공장, ,0735,0,20220620,8동,0,0, ,0,위험물저장및처리시설(고압가스저장소),경사지붕,일반철골구조,0,0, ,1,4.05,0,0,0,0,0,0,0, ,0000, ,0,주건축물,19000,위험물저장및처리시설,44133-100450295,10301,53.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 735번지,20210812,1102,증축허가,4490378,허가과,2021,1,일반,2,일반건축물,0,757,90,기타지붕,Ⅶ-0.170g,1,44133, ,20210901,31,일반철골구조,25.5,25.5,0,20220414,0,25.5
2955.93,0,0,0,10300,메르센코리아(주) 천안공장, ,0735,0,20220620,6동,0,0, ,0,공장,경사지붕,일반철골구조,0,0, ,2,15.65,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100450296,10301,53.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 735번지,20210812,1102,증축허가,4490378,허가과,2021,1,일반,2,일반건축물,0,758,90,기타지붕,Ⅶ-0.170g,1,44133, ,20210901,31,일반철골구조,3350.45,3350.45,0,20220414,0,3350.45
10.5,0,0,0,10300,메르센코리아(주) 천안공장, ,0735,0,20220620,7동,0,0, ,0,위험물저장및처리시설(고압가스저장소),경사지붕,일반철골구조,0,0, ,1,4.05,0,0,0,0,0,0,0, ,0000, ,0,주건축물,19000,위험물저장및처리시설,44133-100450294,10301,53.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 53,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 735번지,20210812,1102,증축허가,4490378,허가과,2021,1,일반,2,일반건축물,0,759,90,기타지붕,Ⅶ-0.170g,1,44133, ,20210901,31,일반철골구조,10.5,10.5,0,20220414,0,10.5
37.98,0,0,0,10300, , ,0736,2,20190202,부속3동,0,0, ,0,공장,샌드위치판넬,강파이프구조,0,0, ,1,3.22,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100215430, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20100917,1202,증축신고,5660007,도시건축과,2010,1,일반,2,일반건축물,0,760,90,기타지붕, ,0,44133, , ,33,강파이프구조,37.98,37.98,0,20101123,0,37.98
2917.87,158.51,3,0,10300, , ,0736,2,20190530,공장동,1,0, ,0,공장,"(철근)콘크리트, 샌드위치판넬","일반철골구조, 철근콘크리트구조",0,0, ,4,18.3,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100193991,10301,41.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 41,391,34,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20081212,1101,신축허가,4490244,건축과,2008,1,일반,2,일반건축물,1,761,10,(철근)콘크리트, ,1,44133, ,20081222,31,일반철골구조,7258.39,7258.39,0,20090904,0,7258.39
2.56,0,0,0,10300, , ,0736,2,20200306,부속2동,0,0, ,0,공장,기타지붕,일반철골구조,0,0, ,2,7.8,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100405674, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20200211,1202,증축신고,4490378,허가과,2020,1,일반,2,일반건축물,0,762,90,기타지붕, ,0,44133, ,20200217,31,일반철골구조,5.12,5.12,0,20200227,0,5.12
2.16,0,0,0,10300, , ,0736,2,20200306,부속3동,0,0, ,0,공장,기타지붕,경량철골구조,0,0, ,1,2.3,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100405675, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20200211,1202,증축신고,4490378,허가과,2020,1,일반,2,일반건축물,0,763,90,기타지붕, ,0,44133, ,20200217,32,경량철골구조,2.16,2.16,0,20200227,0,2.16
64.63,0,0,0,10300, , ,0736,2,20200427,15동(펌프실),0,0, ,0,공장,판넬,일반철골구조,0,0, ,1,5.4,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14303,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20060804,1102,증축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,764,90,기타지붕, ,0,44133, ,20061101,31,일반철골구조,64.63,64.63,0,20070413,0,64.63
78.39,0,0,0,10300, , ,0736,2,20200427,유틸리티-1동,0,0, ,0,공장,철근콘크리트,"일반철골구조, 철근콘크리트그조",0,0, ,1,7.2,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100223489,10301,41.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 41,0,77,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20101117,1102,증축허가,4490244,건축과,2010,1,일반,2,일반건축물,0,765,10,(철근)콘크리트, ,0,44133, ,20101216,31,일반철골구조,78.39,78.39,0,20110518,0,78.39
99.84,0,0,0,10300, , ,0736,2,20200427, ,0,0, ,0,공장,철판,철골조,0,0, ,1,5.24,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14317,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,379.5,33,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,19980418, , , , , ,1,일반,2,일반건축물,0,766,90,기타지붕, ,0,44133, ,19980501,31,일반철골구조,99.84,99.84,0,19990129,0,99.84
80,0,0,0,10300, , ,0736,2,20200427,위험물창고,0,0, ,0,공장,기타지붕,블록구조,0,0, ,1,6.5,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100193993,10301,41.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 41,391,34,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20081212,1101,신축허가,4490244,건축과,2008,1,일반,2,일반건축물,0,767,90,기타지붕, ,0,44133, ,20081222,12,블록구조,80,80,0,20090904,0,80
52.5,0,0,0,10300, , ,0736,2,20200427,폐기물처리장,0,0, ,0,공장,기타지붕,일반철골구조,0,0, ,1,5.5,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100193994,10301,41.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 41,391,34,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20081212,1101,신축허가,4490244,건축과,2008,1,일반,2,일반건축물,0,768,90,기타지붕, ,0,44133, ,20081222,31,일반철골구조,52.5,52.5,0,20090904,0,52.5
87.72,0,0,0,10300, , ,0736,2,20200427,제16동,0,0, ,0,공장,경량지붕,일반철골구조,0,0, ,1,5.1,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100183865,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,557.5,47,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20080520,1102,증축허가,4490212,건축과,2008,1,일반,2,일반건축물,0,769,90,기타지붕, ,0,44133, ,20080730,31,일반철골구조,87.72,87.72,0,20081027,0,87.72
163.65,0,0,0,10300, , ,0736,2,20200427,10동(포장재창고),0,0, ,0,공장,판넬,일반철골구조,0,0, ,1,7.5,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14307,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20060804,1102,증축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,770,90,기타지붕, ,0,44133, ,20061101,31,일반철골구조,162.75,162.75,0,20070413,0,162.75
955.56,0,0,0,10300, , ,0736,2,20200427,1동,0,0, ,0,공장,스라브/철판,철골조,0,0, ,2,14.2,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100183547,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,557.5,47,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,19980418, , , , , ,1,일반,2,일반건축물,0,771,10,(철근)콘크리트, ,0,44133, ,19980501,31,일반철골구조,1652.76,1652.76,0,19990129,0,1652.76
163.65,0,0,0,10300, , ,0736,2,20200427,11동(PACK창고),0,0, ,0,공장,판넬,일반철골구조,0,0, ,1,7.5,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14306,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20060804,1102,증축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,772,90,기타지붕, ,0,44133, ,20061101,31,일반철골구조,162.75,162.75,0,20070413,0,162.75
113.88,0,0,0,10300, , ,0736,2,20200427,3동(경비동),0,0, ,0,공장,"평스라브,렉산지붕","철근콘크리트구조,경량철골구조",0,0, ,1,8.05,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14309,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20060804,1102,증축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,773,10,(철근)콘크리트, ,0,44133, ,20061101,21,철근콘크리트구조,113.88,113.88,0,20070413,0,113.88
491.26,0,0,0,10300, , ,0736,2,20200427,13동(솔벤트창고),0,0, ,0,공장,판넬,일반철골구조,0,0, ,1,11,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14305,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20060804,1102,증축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,774,90,기타지붕, ,0,44133, ,20061101,31,일반철골구조,427.4,427.4,0,20070413,0,427.4
67.2,0,0,0,10300,보전실동, ,0736,2,20200427, ,0,0, ,0,창고,루프판넬,철골조,0,0, ,1,2.9,0,0,0,0,0,0,0, ,0000, ,0,주건축물,18000,창고시설,44133-14313,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,19990628, , , , , ,1,일반,2,일반건축물,0,775,90,기타지붕, ,0,44133, ,19990700,31,일반철골구조,67.2,67.2,0,19990722,0,67.2
531.21,0,0,0,10300, , ,0736,2,20200427,14동(완제품창고),0,0, ,0,공장,판넬,일반철골구조,0,0, ,1,11,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14304,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20060804,1102,증축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,776,90,기타지붕, ,0,44133, ,20061101,31,일반철골구조,498.97,498.97,0,20070413,0,498.97
414.46,0,0,0,10300, , ,0736,2,20200427,유틸리티동,0,0, ,0,공장,기타지붕,일반철골구조,0,0, ,1,8.3,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100193992,10301,41.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 41,391,34,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20081212,1101,신축허가,4490244,건축과,2008,1,일반,2,일반건축물,0,777,90,기타지붕, ,0,44133, ,20081222,31,일반철골구조,472.96,472.96,1,20090904,0,414.46
141.1,0,0,0,10300, , ,0736,2,20200427,쓰레기창고동,0,0, ,0,공장,기타지붕,일반철골구조,0,0, ,1,7.5,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100242395, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20120221,1102,증축허가,4490244,건축과,2012,1,일반,2,일반건축물,0,778,90,기타지붕, ,0,44133, ,20120305,31,일반철골구조,130.99,130.99,0,20121113,0,130.99
1153.99,0,0,0,10300, , ,0736,2,20210312,ST2동,1,0, ,0,공장,(철근)콘크리트,일반철골구조,0,0, ,2,16.4,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100242394, ,0.0, ,0.0,0, ,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20120221,1102,증축허가,4490244,건축과,2012,1,일반,2,일반건축물,0,779,10,(철근)콘크리트, ,0,44133, ,20120305,31,일반철골구조,2288.9,2288.9,0,20121113,0,2288.9
1097.77,0,0,0,10300, , ,0736,2,20220824,8동(사무동),0,0, ,0,공장,철판,철골조,0,0, ,4,19.75,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14311,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,19980418, , , , , ,1,일반,2,일반건축물,0,780,90,기타지붕,VII-0.257g,1,44133, ,19980501,31,일반철골구조,3197.61,3197.61,0,19990129,0,3197.61
174.42,0,0,0,10300,5동, ,0736,2,20220824, ,0,0, ,0,공장,샌드위치판넬,철근콘크리트조,0,0, ,1,8.8,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14312,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20011018, , , , , ,1,일반,2,일반건축물,0,781,90,기타지붕, ,0,44133, ,20011102,21,철근콘크리트구조,174.42,174.42,0,20020419,0,174.42
209.5,0,0,0,10300, , ,0736,2,20220824,9동(전기실),0,0, ,0,공장,판넬,일반철골구조,0,0, ,1,6.3,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14310,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,20060804,1102,증축허가,4490193,건축과,2006,1,일반,2,일반건축물,0,782,90,기타지붕, ,0,44133, ,20061101,31,일반철골구조,209.5,209.5,0,20070413,0,209.5
244.49,0,0,0,10300, , ,0736,2,20220824, ,0,0, ,0,공장,철판,철골조,0,0, ,1,7.19,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14314,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,379.5,33,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,19980418, , , , , ,1,일반,2,일반건축물,0,783,90,기타지붕, ,0,44133, ,19980501,31,일반철골구조,244.49,244.49,0,19990129,0,244.49
713.1,7.28,2,0,10300, , ,0736,2,20220824,7동,0,0, ,0,공장,"철판,렉산","철골조,기타강구조",0,0, ,2,10.57,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14315,10301,56.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 56,379.5,33,0,0,0,0,충청남도 천안시 서북구 백석동 736번지,19980418, , , , , ,1,일반,2,일반건축물,0,784,90,기타지붕, ,0,44133, ,19980501,31,일반철골구조,967.23,967.23,0,19990129,0,967.23
765,0,0,0,10300, , ,0737,0,20190522, ,0,0, ,0,공장,철판,철골조,0,0, ,1,8.2,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14507,10301,50.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 50,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 737번지,19990604, , , , , ,1,일반,2,일반건축물,0,785,90,기타지붕, ,0,44133, ,19990608,31,일반철골구조,750,750,0,19990712,0,750
360,0,0,0,10300, , ,0737,0,20190522, ,0,0, ,0,공장,철판,경량철골조,0,0, ,1,6.7,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14506,10301,50.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 50,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 737번지,19960118, , , , , ,1,일반,2,일반건축물,0,786,90,기타지붕, ,0,44133, ,19970110,32,경량철골구조,360,360,0,19970424,0,360
320.12,0,0,0,10300, , ,0737,0,20200427, ,0,0, ,0,공장,스라브,철근콘크리트조,0,0, ,1,5.4,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-14505,10301,50.0,441333250006,0.0,0, 충청남도 천안시 서북구 3공단1로 50,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 737번지,20000731, , , , , ,1,일반,2,일반건축물,0,787,10,(철근)콘크리트, ,0,44133, ,20000801,21,철근콘크리트구조,300,300,0,20001016,0,300
36.04,0,0,0,10300, , ,0738,0,20181221,4동,0,0, ,0,공장,기타지붕,경량철골구조,0,0, ,1,6.12,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100354658,10301,33.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 738번지,20170529,1102,증축허가,4490325,건축과,2017,1,일반,2,일반건축물,0,788,90,기타지붕, ,0,44133, ,20170701,32,경량철골구조,36.04,36.04,0,20180126,0,36.04
1602.03,0,0,0,10300, , ,0738,0,20210315,2동,0,0, ,0,공장,기타지붕(판넬),일반철골구조,0,0, ,2,19.8,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100255412,10301,33.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 738번지,20130412,1102,증축허가,5660007,도시건축과,2013,1,일반,2,일반건축물,0,789,90,기타지붕,VII-0.173g,1,44133, ,20130414,31,일반철골구조,2132.44,2132.44,0,20131007,0,2132.44
108,0,0,0,10300, , ,0738,0,20210315,3동,0,0, ,0,위험물저장및처리시설,판넬,일반철골구조,0,0, ,1,5.2,0,0,0,0,0,0,0, ,0000, ,0,주건축물,19000,위험물저장및처리시설,44133-100354657,10301,33.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 738번지,20170529,1102,증축허가,4490325,건축과,2017,1,일반,2,일반건축물,0,790,90,기타지붕, ,0,44133, ,20170701,31,일반철골구조,108,108,0,20180126,0,108
3810.37,0,0,0,10300, , ,0738,0,20210315,1동,0,0, ,0,공장,판넬,일반철골조,0,0, ,2,16.85,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-52991,10301,33.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 738번지,19990723, , , , , ,1,일반,2,일반건축물,0,791,90,기타지붕,VII-0.173g,1,44133, ,19990906,31,일반철골구조,4529.49,4529.49,0,20000111,0,4529.49
10.77,0,0,0,10300, , ,0738,0,20210730,6동,0,0, ,0,위험물저장및처리시설,판넬,철근콘크리트구조,0,0, ,1,4.2,0,0,0,0,0,0,0, ,0000, ,0,주건축물,19000,위험물저장및처리시설,44133-100427995,10301,33.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 738번지,20200331,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,792,90,기타지붕,VII-0.2548g,1,44133, ,20200513,21,철근콘크리트구조,10.77,10.77,0,20210309,0,10.77
677.45,0,0,0,10300, , ,0738,0,20210730,5동,0,0, ,0,위험물저장및처리시설,판넬,일반철골구조,0,0, ,2,15.75,0,0,0,0,0,0,0, ,0000, ,0,주건축물,19000,위험물저장및처리시설,44133-100427994,10301,33.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 738번지,20200331,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,793,90,기타지붕,VII-0.2548g,1,44133, ,20200513,31,일반철골구조,1076.11,1076.11,1,20210309,0,1038.53
3.18,0,0,0,10300, , ,0738,0,20210730,7동,0,0, ,0,공장,판넬,강파이프구조,0,0, ,1,2.75,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100427996,10301,33.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 33,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 738번지,20200331,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,794,90,기타지붕, ,0,44133, ,20200513,33,강파이프구조,3.18,3.18,0,20210309,0,3.18
115.62,0,0,0,10300,유미코아 천안 제4공장, ,0739,2,20220408,8동,0,0, ,0,공장,기타지붕(판넬),일반철골구조,0,0, ,1,7.35,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100448154,10301,27.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 27,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 739번지,20201231,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,795,90,기타지붕, ,0,44133, ,20210312,31,일반철골구조,115.62,115.62,0,20220405,0,115.62
1216.65,0,0,18.46,10300,유미코아 천안 제4공장, ,0739,2,20220408,2동,0,64, ,0,"공장, 기숙사",(철근)콘크리트,철근콘크리트구조,0,0, ,5,18.85,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-18859,10301,27.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 27,388,33,0,0,6591.6,0,충청남도 천안시 서북구 백석동 739번지,20051226,1101,신축허가, , ,2005,1,일반,2,일반건축물,1,796,10,(철근)콘크리트, ,1,44133, ,20060324,21,철근콘크리트구조,5310.3,5310.3,1,20060927,76.17,5020.88
238.78,0,0,0,10300,유미코아 천안제4공장, ,0739,2,20220408,10동,0,0, ,0,공장,기타지붕(판넬),일반철골구조,0,0, ,1,5.85,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100448156,10301,27.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 27,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 739번지,20201231,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,797,90,기타지붕,Ⅶ-0.176g,1,44133, ,20210312,31,일반철골구조,238.78,238.78,0,20220405,0,238.78
5284.75,0,0,0,10300,유미코아 천안 제4공장, ,0739,0,20220408,7동,0,64, ,0,공장,(철근)콘크리트,철근콘크리트구조,0,0, ,5,30.7,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-100442174,10301,27.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 27,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 739번지,19990811, , , , , ,1,일반,2,일반건축물,0,798,10,(철근)콘크리트, ,1,44133, , ,21,철근콘크리트구조,12242.95,12242.95,0,20000712,0,12242.95
30.87,0,0,0,10300,유미코아 천안 제4공장, ,0739,2,20220411,3동,0,64, ,0,공장,(철근)콘크리트,철근콘크리트구조,0,0, ,1,3.85,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-18858,10301,27.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 27,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 739번지,20051226,1101,신축허가, , ,2005,1,일반,2,일반건축물,0,799,10,(철근)콘크리트, ,0,44133, ,20060324,21,철근콘크리트구조,30.87,30.87,0,20060927,0,30.87
3221.07,485.34,4,0,10300,유미코아 천안 제4공장, ,0739,2,20220411,1동,0,64, ,0,공장,"철근콘크리트평스라브,판넬","철근콘크리트조, 일반철골조",0,0, ,4,24.5,0,0,0,0,0,0,0, ,0000, ,0,주건축물,17000,공장,44133-18861,10301,27.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 27,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 739번지,19990811, , , , , ,1,일반,2,일반건축물,0,800,10,(철근)콘크리트, ,1,44133, ,200005,21,철근콘크리트구조,11740.94,11740.94,0,20000712,0,11740.94
15.75,0,0,0,10300,유미코아 천안 제4공장, ,0739,2,20220412,9동,0,0, ,0,공장,기타지붕(판넬),일반철골구조,0,0, ,1,3.15,0,0,0,0,0,0,0, ,0000, ,1,부속건축물,17000,공장,44133-100448155,10301,27.0,441333250007,0.0,0, 충청남도 천안시 서북구 3공단2로 27,0,0,0,0,0,0,충청남도 천안시 서북구 백석동 739번지,20201231,1102,증축허가,4490378,허가과,2020,1,일반,2,일반건축물,0,801,90,기타지붕, ,0,44133, ,20210312,31,일반철골구조,100.07,100.07,1,20220405,0,15.75
